Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
13,2012-02-10,33.73,3.12,9264.48,8292.73,179.72,18849.21,9083.54,130.38,6.1,1
13,2012-02-17,36.57,3.12,21621.16,16497.47,25.52,13643.83,14660.97,130.45,6.1,0
13,2012-02-24,35.38,3.14,16404.54,12013.87,3.4,2584.12,5126.53,130.55,6.1,0
13,2012-03-02,32.36,3.24,25204.67,2436.75,167.88,16066.76,7289.69,130.65,6.1,0
13,2012-03-09,38.24,3.38,9173.97,339.05,9.44,1300.75,7479.12,130.74,6.1,0
13,2012-03-16,52.5,3.53,8901.34,637.7,3.85,6169.81,2446.53,130.83,6.1,0
13,2012-03-23,47.83,3.67,3489.61,75.36,2.52,827.19,3427.9,130.9,6.1,0
13,2012-03-30,53.2,3.73,10556.61,43.54,15.84,1116.83,8179.03,130.97,6.1,0
13,2012-04-06,48.85,3.79,9249.62,364.57,59.94,3969.24,6016.86,131.04,5.96,0
13,2012-04-13,51.7,3.83,7419.44,19610.52,54.65,3021.51,3374.9,131.11,5.96,0
13,2012-04-20,50.24,3.84,22464.84,8216.22,70.45,1561.38,7307.24,131.12,5.96,0
13,2012-04-27,64.8,3.84,4626.7,0.11,67.16,104.18,3280.73,131.13,5.96,0
13,2012-05-04,54.41,3.83,15589.85,364.57,337.47,7557.14,5025.28,131.14,5.96,0
13,2012-05-11,56.47,3.81,14566.92,86.0,60.34,6009.18,4224.91,131.15,5.96,0
13,2012-05-18,65.17,3.81,7623.14,364.57,86.99,2583.46,3312.67,131.1,5.96,0
13,2012-05-25,62.39,3.8,7282.07,364.57,416.15,1048.83,7293.87,131.03,5.96,0
13,2012-06-01,61.11,3.79,8868.86,123.0,37.87,3793.73,6276.31,130.96,5.96,0
13,2012-06-08,68.4,3.78,12461.96,406.6,254.19,1450.62,8952.93,130.89,5.96,0
13,2012-06-15,65.97,3.76,8819.8,416.5,0.22,3496.08,6331.52,130.83,5.96,0
13,2012-06-22,72.89,3.74,9298.46,565.14,1.79,4025.82,8626.51,130.79,5.96,0
13,2012-06-29,82.0,3.68,4768.5,446.92,36.26,743.34,4076.02,130.76,5.96,0
13,2012-07-06,79.23,3.63,14357.07,337.7,89.85,8820.75,5507.25,130.72,5.76,0
13,2012-07-13,83.68,3.6,6330.74,220.42,1.17,4033.74,4225.77,130.68,5.76,0
13,2012-07-20,75.69,3.56,6060.59,133.34,35.23,1518.75,6675.69,130.7,5.76,0
13,2012-07-27,80.42,3.54,6699.6,96.56,5.2,8723.87,6650.26,130.72,5.76,0
13,2012-08-03,81.99,3.51,48280.91,73.92,98.64,13485.99,7765.27,130.74,5.76,0
13,2012-08-10,81.69,3.51,6249.06,70.38,51.09,3258.43,7070.04,130.76,5.76,0
13,2012-08-17,79.4,3.54,5063.08,6.76,40.96,2344.61,5594.85,130.79,5.76,0
13,2012-08-24,77.37,3.58,9360.8,71.92,179.51,8290.49,6291.99,130.84,5.76,0
13,2012-08-31,79.18,3.62,21327.53,50.44,88.44,9444.6,3872.19,130.89,5.76,0
13,2012-09-07,70.65,3.69,17452.15,18.74,69.23,4472.17,5180.78,130.93,5.76,1
13,2012-09-14,68.55,3.75,13208.43,364.57,28.06,1300.16,10484.98,130.98,5.76,0
13,2012-09-21,67.96,3.82,10671.71,141.83,46.0,2465.37,12372.29,131.01,5.76,0
13,2012-09-28,64.8,3.82,5197.64,63.1,2.6,3022.73,9779.77,131.04,5.76,0
13,2012-10-05,61.79,3.82,6607.14,364.57,50.6,3943.91,7700.91,131.08,5.62,0
13,2012-10-12,55.1,3.8,1927.15,364.57,9.72,518.97,11269.24,131.11,5.62,0
13,2012-10-19,52.06,3.78,2753.9,364.57,8.84,775.96,6978.9,131.15,5.62,0
13,2012-10-26,46.97,3.76,10192.49,364.57,150.0,1714.15,5563.92,131.19,5.62,0
13,2012-11-02,52.55,3.7,22673.11,15133.42,65.54,8135.66,5449.98,131.24,5.62,0
13,2012-11-09,50.48,3.66,31930.04,19452.26,88.2,668.89,4941.57,131.28,5.62,0
13,2012-11-16,33.3,3.61,13357.31,4584.74,302.19,970.32,7968.28,131.33,5.62,0
13,2012-11-23,46.21,3.56,2088.09,-0.05,149483.31,756.99,1176.1,131.38,5.62,1
13,2012-11-30,41.64,3.52,5858.02,364.57,11470.92,173.18,7018.08,131.43,5.62,0
13,2012-12-07,43.67,3.46,9753.88,364.57,1258.51,2777.92,21807.99,131.48,5.62,0
13,2012-12-14,35.62,3.38,2816.36,364.57,189.0,1679.56,2416.0,131.54,5.62,0
13,2012-12-21,29.9,3.26,4655.55,82.92,263.93,41.68,2105.14,131.64,5.62,0
13,2012-12-28,30.07,3.15,20297.6,52850.71,828.32,50.19,1947.25,131.75,5.62,1
13,2013-01-04,13.43,3.07,4914.57,39020.8,35.21,111.43,3050.0,131.85,5.37,0
13,2013-01-11,20.0,2.98,3726.82,17212.29,-23.97,116.72,2662.8,131.96,5.37,0
13,2013-01-18,11.44,2.91,6847.96,5267.27,5.18,933.65,3113.78,132.03,5.37,0
13,2013-01-25,14.75,2.93,3250.58,2576.84,1.0,81.67,2360.57,132.09,5.37,0
13,2013-02-01,30.44,3.03,21473.2,1904.19,424.53,26859.39,3342.06,132.15,5.37,0
13,2013-02-08,26.11,3.19,103184.98,1058.07,406.24,65344.64,8699.21,132.22,5.37,1
13,2013-02-15,27.12,3.32,17771.48,6944.08,13.3,10514.31,7599.67,132.27,5.37,0
13,2013-02-22,29.97,3.46,10360.46,8744.31,49.16,2212.69,3326.43,132.32,5.37,0
13,2013-03-01,26.97,3.52,8315.84,1260.83,11.2,659.35,3007.98,132.37,5.37,0
13,2013-03-08,37.63,3.53,29775.13,279.06,139.61,7962.19,6277.85,132.42,5.37,0
13,2013-03-15,46.72,3.52,7748.56,364.57,25.45,2369.84,2522.64,132.47,5.37,0
13,2013-03-22,42.94,3.52,15752.69,364.57,4330.1,3086.68,2250.2,132.53,5.37,0
13,2013-03-29,41.71,3.52,8423.57,364.57,1018.43,156.2,4640.19,132.59,5.37,0
13,2013-04-05,53.84,3.55,25061.6,16527.33,715.36,3092.08,6326.11,132.65,5.27,0
13,2013-04-12,45.29,3.58,5553.66,6576.2,130.64,1282.8,2816.65,132.72,5.27,0
13,2013-04-19,41.07,3.56,2604.11,186.71,247.64,73.92,2605.84,132.72,5.27,0
13,2013-04-26,48.17,3.54,3664.88,364.57,297.65,374.46,2284.14,132.72,5.27,0
13,2013-05-03,54.51,3.54,15599.02,9.0,162.76,5754.98,3223.41,182.76,7.81,0
13,2013-05-10,59.55,3.54,4974.55,349.0,103.99,869.1,12998.65,182.76,7.81,0
13,2013-05-17,70.01,3.61,10484.85,332.82,14.26,1877.0,7360.88,182.76,7.81,0
13,2013-05-24,57.25,3.72,4055.58,174.82,323.77,864.21,7642.23,182.76,7.81,0
13,2013-05-31,60.51,3.77,5026.09,342.21,277.3,31.16,2626.13,182.76,7.81,0
13,2013-06-07,67.49,3.78,15752.93,1133.16,563.67,9099.13,8754.58,182.76,7.81,0
13,2013-06-14,76.41,3.77,5574.52,798.37,1763.71,5692.34,3896.16,182.76,7.81,0
13,2013-06-21,70.49,3.74,5531.43,450.45,438.12,5117.36,4976.75,182.76,7.81,0
13,2013-06-28,75.24,3.73,7171.47,928.22,16.1,4607.09,5301.35,182.76,7.81,0
13,2013-07-05,85.58,3.7,22841.84,3226.72,433.81,14901.99,4966.09,182.76,7.81,0
13,2013-07-12,78.93,3.67,7062.38,1561.0,117.15,2393.91,5452.83,182.76,7.81,0
13,2013-07-19,80.81,3.66,2973.47,1440.63,142.45,1059.44,1315.72,182.76,7.81,0
13,2013-07-26,83.62,3.67,346.31,1377.41,93.4,140.32,2147.06,182.76,7.81,0
14,2010-02-05,27.31,2.78,4743.58,364.57,36.26,1176.42,2727.14,181.87,8.99,0
14,2010-02-12,27.73,2.77,4743.58,364.57,36.26,1176.42,2727.14,181.98,8.99,1
14,2010-02-19,31.27,2.74,4743.58,364.57,36.26,1176.42,2727.14,182.03,8.99,0
14,2010-02-26,34.89,2.75,4743.58,364.57,36.26,1176.42,2727.14,182.08,8.99,0
14,2010-03-05,37.13,2.78,4743.58,364.57,36.26,1176.42,2727.14,182.12,8.99,0
14,2010-03-12,45.8,2.82,4743.58,364.57,36.26,1176.42,2727.14,182.16,8.99,0
14,2010-03-19,48.79,2.84,4743.58,364.57,36.26,1176.42,2727.14,182.08,8.99,0
14,2010-03-26,54.36,2.85,4743.58,364.57,36.26,1176.42,2727.14,181.97,8.99,0
14,2010-04-02,47.74,2.85,4743.58,364.57,36.26,1176.42,2727.14,181.87,8.9,0
14,2010-04-09,65.45,2.87,4743.58,364.57,36.26,1176.42,2727.14,181.76,8.9,0
14,2010-04-16,54.28,2.9,4743.58,364.57,36.26,1176.42,2727.14,181.69,8.9,0
14,2010-04-23,53.47,2.9,4743.58,364.57,36.26,1176.42,2727.14,181.68,8.9,0
14,2010-04-30,53.15,2.92,4743.58,364.57,36.26,1176.42,2727.14,181.66,8.9,0
14,2010-05-07,70.75,2.97,4743.58,364.57,36.26,1176.42,2727.14,181.65,8.9,0
14,2010-05-14,54.26,2.98,4743.58,364.57,36.26,1176.42,2727.14,181.66,8.9,0
14,2010-05-21,62.62,2.96,4743.58,364.57,36.26,1176.42,2727.14,181.85,8.9,0
14,2010-05-28,69.27,2.9,4743.58,364.57,36.26,1176.42,2727.14,182.05,8.9,0
14,2010-06-04,75.93,2.85,4743.58,364.57,36.26,1176.42,2727.14,182.24,8.9,0
14,2010-06-11,69.71,2.81,4743.58,364.57,36.26,1176.42,2727.14,182.43,8.9,0
14,2010-06-18,72.62,2.78,4743.58,364.57,36.26,1176.42,2727.14,182.44,8.9,0
14,2010-06-25,79.32,2.81,4743.58,364.57,36.26,1176.42,2727.14,182.38,8.9,0
14,2010-07-02,76.61,2.82,4743.58,364.57,36.26,1176.42,2727.14,182.32,8.74,0
14,2010-07-09,82.45,2.79,4743.58,364.57,36.26,1176.42,2727.14,182.26,8.74,0
14,2010-07-16,77.84,2.78,4743.58,364.57,36.26,1176.42,2727.14,182.26,8.74,0
14,2010-07-23,81.46,2.77,4743.58,364.57,36.26,1176.42,2727.14,182.35,8.74,0
14,2010-07-30,79.78,2.78,4743.58,364.57,36.26,1176.42,2727.14,182.44,8.74,0
14,2010-08-06,77.17,2.78,4743.58,364.57,36.26,1176.42,2727.14,182.53,8.74,0
14,2010-08-13,78.44,2.8,4743.58,364.57,36.26,1176.42,2727.14,182.62,8.74,0
14,2010-08-20,76.01,2.78,4743.58,364.57,36.26,1176.42,2727.14,182.62,8.74,0
14,2010-08-27,71.36,2.76,4743.58,364.57,36.26,1176.42,2727.14,182.61,8.74,0
14,2010-09-03,78.37,2.72,4743.58,364.57,36.26,1176.42,2727.14,182.6,8.74,0
14,2010-09-10,70.87,2.7,4743.58,364.57,36.26,1176.42,2727.14,182.6,8.74,1
14,2010-09-17,66.55,2.71,4743.58,364.57,36.26,1176.42,2727.14,182.62,8.74,0
14,2010-09-24,68.59,2.71,4743.58,364.57,36.26,1176.42,2727.14,182.67,8.74,0
14,2010-10-01,70.58,2.71,4743.58,364.57,36.26,1176.42,2727.14,182.72,8.72,0
14,2010-10-08,56.49,2.76,4743.58,364.57,36.26,1176.42,2727.14,182.76,8.72,0
14,2010-10-15,58.61,2.87,4743.58,364.57,36.26,1176.42,2727.14,182.81,8.72,0
14,2010-10-22,53.15,2.92,4743.58,364.57,36.26,1176.42,2727.14,182.86,8.72,0
14,2010-10-29,61.3,2.92,4743.58,364.57,36.26,1176.42,2727.14,182.9,8.72,0
14,2010-11-05,45.65,2.92,4743.58,364.57,36.26,1176.42,2727.14,182.95,8.72,0
14,2010-11-12,46.14,2.93,4743.58,364.57,36.26,1176.42,2727.14,182.99,8.72,0
14,2010-11-19,50.02,3.0,4743.58,364.57,36.26,1176.42,2727.14,182.9,8.72,0
14,2010-11-26,46.15,3.04,4743.58,364.57,36.26,1176.42,2727.14,182.78,8.72,1
14,2010-12-03,40.93,3.05,4743.58,364.57,36.26,1176.42,2727.14,182.67,8.72,0
14,2010-12-10,30.54,3.11,4743.58,364.57,36.26,1176.42,2727.14,182.55,8.72,0
14,2010-12-17,30.51,3.14,4743.58,364.57,36.26,1176.42,2727.14,182.52,8.72,0
14,2010-12-24,30.59,3.14,4743.58,364.57,36.26,1176.42,2727.14,182.54,8.72,0
14,2010-12-31,29.67,3.18,4743.58,364.57,36.26,1176.42,2727.14,182.57,8.72,1
14,2011-01-07,34.32,3.19,4743.58,364.57,36.26,1176.42,2727.14,182.6,8.55,0
14,2011-01-14,24.78,3.2,4743.58,364.57,36.26,1176.42,2727.14,182.66,8.55,0
14,2011-01-21,30.55,3.23,4743.58,364.57,36.26,1176.42,2727.14,182.92,8.55,0
14,2011-01-28,24.05,3.24,4743.58,364.57,36.26,1176.42,2727.14,183.18,8.55,0
14,2011-02-04,28.73,3.23,4743.58,364.57,36.26,1176.42,2727.14,183.44,8.55,0
14,2011-02-11,30.3,3.24,4743.58,364.57,36.26,1176.42,2727.14,183.7,8.55,1
14,2011-02-18,40.7,3.24,4743.58,364.57,36.26,1176.42,2727.14,183.94,8.55,0
14,2011-02-25,35.78,3.27,4743.58,364.57,36.26,1176.42,2727.14,184.16,8.55,0
14,2011-03-04,38.65,3.43,4743.58,364.57,36.26,1176.42,2727.14,184.39,8.55,0
14,2011-03-11,45.01,3.58,4743.58,364.57,36.26,1176.42,2727.14,184.61,8.55,0
14,2011-03-18,46.66,3.63,4743.58,364.57,36.26,1176.42,2727.14,184.81,8.55,0
14,2011-03-25,41.76,3.62,4743.58,364.57,36.26,1176.42,2727.14,184.99,8.55,0
14,2011-04-01,37.27,3.64,4743.58,364.57,36.26,1176.42,2727.14,185.18,8.52,0
14,2011-04-08,48.71,3.72,4743.58,364.57,36.26,1176.42,2727.14,185.36,8.52,0
14,2011-04-15,53.69,3.82,4743.58,364.57,36.26,1176.42,2727.14,185.53,8.52,0
14,2011-04-22,53.04,3.89,4743.58,364.57,36.26,1176.42,2727.14,185.67,8.52,0
14,2011-04-29,66.18,3.96,4743.58,364.57,36.26,1176.42,2727.14,185.8,8.52,0
14,2011-05-06,58.21,4.05,4743.58,364.57,36.26,1176.42,2727.14,185.94,8.52,0
14,2011-05-13,60.38,4.07,4743.58,364.57,36.26,1176.42,2727.14,186.07,8.52,0
14,2011-05-20,62.28,4.06,4743.58,364.57,36.26,1176.42,2727.14,185.97,8.52,0
14,2011-05-27,69.7,3.98,4743.58,364.57,36.26,1176.42,2727.14,185.86,8.52,0
14,2011-06-03,76.38,3.92,4743.58,364.57,36.26,1176.42,2727.14,185.75,8.52,0
14,2011-06-10,73.88,3.88,4743.58,364.57,36.26,1176.42,2727.14,185.65,8.52,0
14,2011-06-17,69.32,3.84,4743.58,364.57,36.26,1176.42,2727.14,185.67,8.52,0
14,2011-06-24,74.85,3.8,4743.58,364.57,36.26,1176.42,2727.14,185.79,8.52,0
14,2011-07-01,74.04,3.75,4743.58,364.57,36.26,1176.42,2727.14,185.91,8.62,0
14,2011-07-08,77.49,3.71,4743.58,364.57,36.26,1176.42,2727.14,186.03,8.62,0
14,2011-07-15,78.47,3.76,4743.58,364.57,36.26,1176.42,2727.14,186.14,8.62,0
14,2011-07-22,82.33,3.81,4743.58,364.57,36.26,1176.42,2727.14,186.22,8.62,0
14,2011-07-29,81.31,3.83,4743.58,364.57,36.26,1176.42,2727.14,186.3,8.62,0
14,2011-08-05,78.22,3.84,4743.58,364.57,36.26,1176.42,2727.14,186.37,8.62,0
14,2011-08-12,77.0,3.81,4743.58,364.57,36.26,1176.42,2727.14,186.45,8.62,0
14,2011-08-19,72.98,3.75,4743.58,364.57,36.26,1176.42,2727.14,186.51,8.62,0
14,2011-08-26,72.55,3.7,4743.58,364.57,36.26,1176.42,2727.14,186.56,8.62,0
14,2011-09-02,70.63,3.7,4743.58,364.57,36.26,1176.42,2727.14,186.62,8.62,0
14,2011-09-09,71.48,3.74,4743.58,364.57,36.26,1176.42,2727.14,186.67,8.62,1
14,2011-09-16,69.17,3.74,4743.58,364.57,36.26,1176.42,2727.14,186.8,8.62,0
14,2011-09-23,63.75,3.71,4743.58,364.57,36.26,1176.42,2727.14,187.03,8.62,0
14,2011-09-30,70.66,3.64,4743.58,364.57,36.26,1176.42,2727.14,187.26,8.62,0
14,2011-10-07,55.82,3.58,4743.58,364.57,36.26,1176.42,2727.14,187.48,8.52,0
14,2011-10-14,63.82,3.54,4743.58,364.57,36.26,1176.42,2727.14,187.69,8.52,0
14,2011-10-21,59.6,3.57,4743.58,364.57,36.26,1176.42,2727.14,187.78,8.52,0
14,2011-10-28,51.78,3.57,4743.58,364.57,36.26,1176.42,2727.14,187.88,8.52,0
14,2011-11-04,43.92,3.55,4743.58,364.57,36.26,1176.42,2727.14,187.97,8.52,0
14,2011-11-11,47.65,3.53,11376.03,22505.23,1079.89,2679.33,4257.94,188.06,8.52,0
14,2011-11-18,51.34,3.53,16308.11,749.9,273.72,2331.53,9347.0,188.2,8.52,0
14,2011-11-25,48.71,3.49,286.52,54.0,89402.64,13.0,1915.8,188.35,8.52,1
14,2011-12-02,50.19,3.45,6428.59,364.57,3657.58,2939.92,34955.25,188.5,8.52,0
14,2011-12-09,46.57,3.42,7297.72,15.0,342.71,4849.0,7509.9,188.65,8.52,0
14,2011-12-16,39.93,3.41,5398.47,6.12,881.17,290.64,6390.47,188.8,8.52,0
14,2011-12-23,42.27,3.39,924.14,112.73,2127.77,80.02,4638.81,188.93,8.52,0
14,2011-12-30,37.79,3.39,7844.31,70574.85,312.98,1559.84,2851.33,189.06,8.52,1
14,2012-01-06,35.88,3.42,10428.95,39234.09,839.74,981.17,15911.56,189.19,8.42,0
14,2012-01-13,41.18,3.51,4605.8,21593.85,636.54,727.57,4054.79,189.33,8.42,0
14,2012-01-20,31.85,3.53,5037.95,4952.93,860.9,2560.08,5386.74,189.42,8.42,0
14,2012-01-27,37.93,3.57,3468.31,2195.14,689.52,252.01,2128.36,189.52,8.42,0
14,2012-02-03,42.96,3.62,78124.5,4232.19,788.56,46081.94,14550.73,189.61,8.42,0
14,2012-02-10,37.0,3.64,17118.97,6533.16,285.82,11597.23,6174.43,189.71,8.42,1
14,2012-02-17,36.85,3.7,23664.75,13769.67,143.36,11965.7,10506.12,189.84,8.42,0
14,2012-02-24,42.86,3.74,15074.23,8644.89,4.2,4450.84,7278.87,190.01,8.42,0
14,2012-03-02,41.55,3.82,20212.56,1991.38,46.67,11970.8,6876.57,190.17,8.42,0
14,2012-03-09,45.52,3.85,15710.87,1050.48,1.49,2302.28,2702.96,190.34,8.42,0
14,2012-03-16,50.56,3.86,6021.47,280.43,5.5,1814.5,1581.84,190.46,8.42,0
14,2012-03-23,59.45,3.9,4718.7,348.81,6.85,353.11,3726.39,190.54,8.42,0
14,2012-03-30,50.04,3.95,11267.8,185.8,8.84,1152.46,2509.18,190.61,8.42,0
14,2012-04-06,49.73,4.0,8376.85,364.57,81.19,3578.4,4857.19,190.69,8.57,0
14,2012-04-13,51.83,4.04,5236.77,13739.76,51.75,984.02,2638.42,190.76,8.57,0
14,2012-04-20,63.13,4.03,32124.49,6870.09,100.15,2213.04,3706.04,190.81,8.57,0
14,2012-04-27,53.2,4.0,3548.09,0.35,45.88,78.21,4193.26,190.87,8.57,0
14,2012-05-04,55.21,3.95,21068.05,364.57,128.13,5490.93,2764.55,190.92,8.57,0
14,2012-05-11,61.24,3.89,10626.27,364.57,131.11,1664.04,10557.13,190.98,8.57,0
14,2012-05-18,66.3,3.85,8818.97,364.57,8.88,1297.39,3330.23,191.0,8.57,0
14,2012-05-25,67.21,3.8,11421.79,364.57,634.52,1071.25,3204.72,191.0,8.57,0
14,2012-06-01,74.48,3.74,7765.54,11.0,185.64,2473.3,2603.92,191.01,8.57,0
14,2012-06-08,64.3,3.69,4636.1,570.2,172.7,1103.04,8024.53,191.02,8.57,0
14,2012-06-15,71.93,3.62,10737.66,423.4,5.06,1904.52,3823.07,191.03,8.57,0
14,2012-06-22,74.22,3.56,10291.35,317.0,4.3,3292.07,6115.51,191.06,8.57,0
14,2012-06-29,75.22,3.51,4575.3,211.7,36.26,304.94,2686.11,191.1,8.57,0
14,2012-07-06,82.99,3.48,7024.93,416.3,83.47,6927.24,6002.43,191.13,8.68,0
14,2012-07-13,79.97,3.52,9158.47,-2.5,5.37,4516.68,2574.55,191.17,8.68,0
14,2012-07-20,78.89,3.57,4564.87,58.48,19.69,1418.34,3764.15,191.17,8.68,0
14,2012-07-27,77.2,3.65,4945.52,113.66,4.1,10751.35,3298.31,191.17,8.68,0
14,2012-08-03,76.58,3.65,17465.29,37.82,110.8,13149.34,5089.95,191.16,8.68,0
14,2012-08-10,78.65,3.72,32432.09,23.68,32.44,4309.81,3570.81,191.16,8.68,0
14,2012-08-17,75.71,3.81,4625.55,62.5,5.84,2100.73,2663.23,191.23,8.68,0
14,2012-08-24,72.62,3.83,6647.88,34.56,255.31,6931.8,9414.1,191.34,8.68,0
14,2012-08-31,75.09,3.87,24718.73,9.94,120.98,14110.32,3332.99,191.46,8.68,0
14,2012-09-07,75.7,3.91,6623.84,6.97,34.35,2720.17,5498.39,191.58,8.68,1
14,2012-09-14,67.87,3.95,11320.02,364.57,28.2,855.45,1743.58,191.7,8.68,0
14,2012-09-21,65.32,4.04,21474.27,98.28,29.88,1924.92,15282.51,191.86,8.68,0
14,2012-09-28,64.88,4.0,3816.64,38.19,8.16,2545.14,3536.04,192.01,8.68,0
14,2012-10-05,64.89,3.98,9219.05,364.57,12.04,3592.0,3300.66,192.17,8.67,0
14,2012-10-12,54.47,4.0,3214.56,364.57,20.28,822.73,7207.7,192.33,8.67,0
14,2012-10-19,56.47,3.97,4192.74,364.57,17.46,1076.25,3839.99,192.33,8.67,0
14,2012-10-26,58.85,3.88,9258.41,99.19,117.84,1489.28,1433.31,192.31,8.67,0
14,2012-11-02,52.45,3.79,14502.36,27807.59,65.98,9137.86,10309.95,192.29,8.67,0
14,2012-11-09,41.2,3.77,7505.03,13686.34,141.08,704.1,3790.53,192.26,8.67,0
14,2012-11-16,45.61,3.75,57257.78,1301.94,132.74,1355.51,6149.94,192.26,8.67,0
14,2012-11-23,43.08,3.75,1144.07,0.04,105691.67,242.1,1415.51,192.28,8.67,1
14,2012-11-30,37.43,3.73,2912.49,7.5,7324.57,159.88,6351.54,192.3,8.67,0
14,2012-12-07,45.53,3.69,13923.99,364.57,247.0,3458.0,12715.04,192.33,8.67,0
14,2012-12-14,43.55,3.64,2671.82,364.57,147.0,1661.11,3096.94,192.36,8.67,0
14,2012-12-21,43.54,3.58,5301.52,576.5,306.28,174.34,3874.92,192.46,8.67,0
14,2012-12-28,35.96,3.56,14283.51,45767.78,430.44,47.67,2128.13,192.56,8.67,1
14,2013-01-04,32.87,3.59,4949.81,46315.84,18.38,388.47,4683.98,192.66,8.62,0
14,2013-01-11,38.78,3.61,5186.45,26233.26,7.34,758.66,3343.6,192.76,8.62,0
14,2013-01-18,41.45,3.6,30780.8,6529.64,8.24,6434.82,3124.97,192.81,8.62,0
14,2013-01-25,26.49,3.58,7289.32,2704.62,1.0,462.85,1749.59,192.84,8.62,0
14,2013-02-01,34.92,3.62,15670.66,1125.57,1811.8,28494.45,2430.86,192.87,8.62,0
14,2013-02-08,28.99,3.75,75522.86,903.11,205.18,35146.67,4340.72,192.9,8.62,1
14,2013-02-15,35.87,3.81,16693.07,3038.43,6.06,2242.93,9686.98,192.94,8.62,0
14,2013-02-22,31.48,3.86,15320.65,8697.68,103.84,10277.08,5841.93,193.03,8.62,0
14,2013-03-01,39.72,3.89,16667.02,913.36,20.24,73.88,2601.07,193.12,8.62,0
14,2013-03-08,36.13,3.86,23140.88,198.2,99.6,6288.14,4650.09,193.21,8.62,0
14,2013-03-15,42.81,3.83,13379.88,364.57,5.32,1666.38,1967.09,193.3,8.62,0
14,2013-03-22,36.55,3.8,14080.01,364.57,1024.41,2420.09,5120.3,193.37,8.62,0
14,2013-03-29,40.68,3.78,10368.04,364.57,763.82,418.76,5066.86,193.44,8.62,0
14,2013-04-05,43.94,3.76,13011.66,6422.57,438.51,1640.42,4059.25,193.52,8.34,0
14,2013-04-12,57.39,3.72,10932.61,3011.97,79.46,2129.49,1628.89,193.59,8.34,0
14,2013-04-19,56.27,3.68,5393.42,2.95,86.0,265.26,1174.47,193.59,8.34,0
14,2013-04-26,50.64,3.62,1071.92,364.57,187.03,53.47,1723.94,193.59,8.34,0
14,2013-05-03,56.07,3.59,11008.28,0.94,157.91,3873.67,1988.69,182.76,7.81,0
14,2013-05-10,58.86,3.58,4538.72,334.06,107.45,2100.1,9069.8,182.76,7.81,0
14,2013-05-17,60.59,3.61,9659.44,204.88,25.91,1896.27,5896.76,182.76,7.81,0
14,2013-05-24,67.11,3.63,3701.66,247.84,821.91,2031.64,3202.59,182.76,7.81,0
14,2013-05-31,65.88,3.65,6253.46,581.33,584.42,145.01,1440.91,182.76,7.81,0
14,2013-06-07,70.71,3.63,11724.35,955.18,111.16,7790.71,4317.11,182.76,7.81,0
14,2013-06-14,70.01,3.63,5621.45,629.72,595.38,2513.62,2492.73,182.76,7.81,0
14,2013-06-21,70.13,3.63,3522.71,674.34,190.55,2890.09,3831.73,182.76,7.81,0
14,2013-06-28,76.05,3.64,6846.38,1097.6,36.26,6760.2,4170.58,182.76,7.81,0
14,2013-07-05,77.5,3.61,9443.6,3495.95,1245.83,9221.07,630.61,182.76,7.81,0
14,2013-07-12,79.37,3.61,4472.61,1389.15,121.37,1373.9,3850.61,182.76,7.81,0
14,2013-07-19,82.84,3.74,2128.98,739.94,148.15,481.63,3032.51,182.76,7.81,0
14,2013-07-26,76.06,3.8,779.98,731.33,13.9,185.27,1972.09,182.76,7.81,0
15,2010-02-05,19.83,2.95,4743.58,364.57,36.26,1176.42,2727.14,131.53,8.35,0
15,2010-02-12,22.0,2.94,4743.58,364.57,36.26,1176.42,2727.14,131.59,8.35,1
15,2010-02-19,27.54,2.91,4743.58,364.57,36.26,1176.42,2727.14,131.64,8.35,0
15,2010-02-26,29.87,2.91,4743.58,364.57,36.26,1176.42,2727.14,131.69,8.35,0
15,2010-03-05,31.79,2.92,4743.58,364.57,36.26,1176.42,2727.14,131.74,8.35,0
15,2010-03-12,41.39,2.94,4743.58,364.57,36.26,1176.42,2727.14,131.78,8.35,0
15,2010-03-19,44.69,2.96,4743.58,364.57,36.26,1176.42,2727.14,131.82,8.35,0
15,2010-03-26,39.53,2.96,4743.58,364.57,36.26,1176.42,2727.14,131.86,8.35,0
15,2010-04-02,45.27,2.96,4743.58,364.57,36.26,1176.42,2727.14,131.9,8.18,0
15,2010-04-09,57.77,2.99,4743.58,364.57,36.26,1176.42,2727.14,131.94,8.18,0
15,2010-04-16,49.63,3.01,4743.58,364.57,36.26,1176.42,2727.14,131.98,8.18,0
15,2010-04-23,46.54,3.02,4743.58,364.57,36.26,1176.42,2727.14,132.02,8.18,0
15,2010-04-30,49.09,3.04,4743.58,364.57,36.26,1176.42,2727.14,132.06,8.18,0
15,2010-05-07,63.16,3.1,4743.58,364.57,36.26,1176.42,2727.14,132.11,8.18,0
15,2010-05-14,47.13,3.11,4743.58,364.57,36.26,1176.42,2727.14,132.15,8.18,0
15,2010-05-21,59.09,3.1,4743.58,364.57,36.26,1176.42,2727.14,132.22,8.18,0
15,2010-05-28,70.61,3.05,4743.58,364.57,36.26,1176.42,2727.14,132.29,8.18,0
15,2010-06-04,69.99,3.01,4743.58,364.57,36.26,1176.42,2727.14,132.36,8.18,0
15,2010-06-11,61.04,2.97,4743.58,364.57,36.26,1176.42,2727.14,132.44,8.18,0
